,review_id,title,user_review,Happy,Angry,Surprise,Sad,Fear
246,247,Spooky's Jump Scare Mansion,early access reviewmy initial thought game first rooms game scary changed soon opened next door met first monster scared theout,0.0,0.0,0.43,0.14,0.43
247,248,Spooky's Jump Scare Mansion,early access reviewwow cant say enough game simple learn graphics pretty basic still get scares across sound track works game timing jump scares great get false sense security nowhere whamo later game spicimens chasing jump scares much worse yet keep coming back great game price better would gladly paid game however free rooms jump scares great story cant beat michael jacksons dead hand,0.22,0.0,0.35,0.22,0.22
248,249,Spooky's Jump Scare Mansion,early access reviewi want get spookys wild ridea satirical take recent steam horror games oddly works well genre repetition takes away spontaneity bit worth checking especially since free,0.14,0.29,0.29,0.0,0.29
249,250,Spooky's Jump Scare Mansion,early access reviewthis game fantastic far id happily paid game actually nothing major somewhere pim loving far devs done great job making game cute yet time rather tense places fantastic job wish could obtained soundtrack download though love arcade soundtracks,0.41,0.0,0.12,0.12,0.35
250,251,Spooky's Jump Scare Mansion,early access reviewso like aww thats cute encountered first specimen screaming crying mom first game cons pros outweigh lot pros interesting ideafalse sence safetythose play game momentssence panic helplesness cons graphics optionsno sensitivity optionssome powered speciminesoverall think game good game especially early accessdownload,0.27,0.09,0.27,0.18,0.18
251,252,Spooky's Jump Scare Mansion,fun actually terrifying game got watching markiplier play tube son love premise campy whole design game however scares get serious challenging real quick youll jumping seat throughout game cheap jumpscares terrible terrible creatures await mansion mention land sharks game staple every gamers collection,0.11,0.06,0.33,0.11,0.39
252,253,Spooky's Jump Scare Mansion,early access reviewso far amazingly terrifying experience decided take break due tension thats growing chest tingling arm getting hard ignore would pay monies itbut didnt thanks thatseriously,0.0,0.14,0.29,0.14,0.43
253,254,Spooky's Jump Scare Mansion,early access reviewi really impressed controlls game concept awesome love cutesy style controls massive turn mei really wish would setting turn sensitivty mouse type option enable wasd walking mouse viewing updownleftright lot potential though,0.17,0.0,0.42,0.17,0.25
254,255,Spooky's Jump Scare Mansion,early access reviewafter looking video thought way paper cut outs make jump wrongcant complain free game played got free entertainment definately worth try,0.22,0.11,0.22,0.22,0.22
255,256,Spooky's Jump Scare Mansion,early access reviewi watching friend mine play absolutely adorable sometimes terrifying game couple days say supremely jealous cant play right graphics definitely akin probably saw childhood days playing doom floating ghost spooky randomly cute jumpscare plywood cut outs really make game positively adorable perfect amount terror thrown itching day pc replaced play cant wait see game developes graecyn k pcgamergirlcom,0.26,0.04,0.15,0.11,0.44
256,257,Spooky's Jump Scare Mansion,early access reviewnote pay attention time got game indiedb got pretty far letting collect dust pursuing games fact got far worth proceeding version reviewim really person could judge considered cute guess cardboard cutouts bit amusing said cutouts made jump appear barely escaping enemy doesnt need follow path catch regard guess could call scary also like seems devs stopped throwing cutout every room like indiedb version played outside enemies actual enemies terrifying definitely get heart racing top first time playing catch guard theres rhyme reason appearances mean unlike horror games good ones build enemies appearance occasions rules win said enemies laid take example first resident evil first zombie encounter built using sound effects create uneasy feeling knowing whats room following rules winning laid try fight first zombie youll notice use almost ammo b youll take damage whereas avoiding youll notice things like faster agile zombies well agile using tank controls evasion preferred option canthats say enemies appear sphj bad fact opposite fact dont know youll encounter type enemy beat without trying times new enemy adds eeriness dont know next room holds constantly think fly adapt even quickerhowever brings issue game theres way much luck involved ill give good example first enemy meet pretty easy figure run strategy bite rear come first catwalk room thats call least room narrow walkways split multiple directions dead sprint chance taking wrong path getting cornered enemy takes hitsthere points like theres enemy saw markipliers playthrough ive yet encounter seems appear random way figure wrong right case havent encountered red face enemy playthroughs like said game takes alot luck youre going get far alot patience till get lucky runthe issue im sure aesthetic choice encourage players keep calm game happened made issue press forward every time enter room mean cant hold w key keep moving soon enter next room room release key press move really annoying aforementioned first enemy forget wont move take damage till remember release forward key press like said im sure intentional hope devs work basically cheap beginners trap two issues really think good horror game cant wait see full release like,0.12,0.04,0.29,0.18,0.37
257,258,Spooky's Jump Scare Mansion,early access reviewi want preface review stating find game fun even minimalist aspects walking one room passage another intrigue next room entertains leaves sense wonder keep feeling voice head say one room character explores mansioni love art design cellshaded look along cute cutouts pop tight spaces look well done say though constant popping audio feed made bit annoying continue game also took least ten tries could get past warning screen move ahead game without crashing actually thought well making th room stopped play mockup house dead game crashed yet againi hope fix bug well audio bug still haunting game think lot potential one say terrified happened room beyondfor game gets pros great art design looks great brings back doom related games lot rooms seem subtle nuances make bit different time jump scare moments especially cute cutouts actually got kudos easy get hookedcons audio bug sounded like bowl rice krispies ears game prone crashing warning screen especially anytime well options section main menu except teleport different sections game room etc,0.11,0.0,0.29,0.22,0.38
258,259,Spooky's Jump Scare Mansion,early access reviewgreat game horror aspects great also like kuybei reference use controller steam overlay game would make much better cheers michael,0.25,0.12,0.25,0.12,0.25
259,260,Spooky's Jump Scare Mansion,early access reviewive braved amnesia condemned outlast watched sinister saw many others effectfloor cute pumpkin ctrlaltdlt donezo goobyerecommend decieving ages think cute first,0.2,0.1,0.4,0.2,0.1
260,261,Spooky's Jump Scare Mansion,early access reviewthis really awesome game gives vibe get playing lsd dream emulator sometimes youre stopping smell roses suddenly roses tearing face theres tons content already yet early access played minutes found minigames wtih space looks like bunch notes added atmosphere little story course first time game actually became struggle survive friend nearby watching said game turned intensity tonvery cute style disguises actually thrilling experience cant wait see much added time,0.1,0.0,0.5,0.15,0.25
261,262,Spooky's Jump Scare Mansion,early access reviewdid scare however people actually feel fear see would frighteninglets play ongoinghttpswwwyoutubecomwatchvncihvrbglistplbpjxhhxofsmzbyexahsgqdjkdsruixu,0.0,0.0,0.4,0.2,0.4
262,263,Spooky's Jump Scare Mansion,early access reviewi went game expecting typical pewdiebait like many free games marketplace think thats going honestly think may well something good game incredibly well placed allowing get comfortable adding element jar false comfort zone creates complaints otherwise really greatprosgreat pacingwonderfully offputting environmentssome great monstersconsthat ing puppetspooky abysmally written biggest flaw game everything else around develops spooky till end game would exponentially better spooky development puppetthe better monsters sorely underused mummy great deerhead guy could seen spotlightseriously puppet sooooo ing annoying,0.25,0.0,0.25,0.21,0.29
263,264,Spooky's Jump Scare Mansion,early access reviewthis game played hour reached room died game gave heart attacks scary creepy thing game sounds dont know cute lil thing come wall scare keep cursing way end monsters rooms let u quit weak hearts dont play game cant handle jumpscares nice graphic ha ha really nice game recommend game ever love take challenges patience strong heart open mind love loud creepy sounds,0.21,0.03,0.17,0.21,0.38
264,265,Spooky's Jump Scare Mansion,early access reviewso im playing game thinking oh ive pretty well horror games past shouldnt hard wrong holy crap game well made okay rips horror games uses pretty well get new checkpoint move new area door animation looks directly ripped first resident evil alone sent chills spine fact two games makes interesting playthrough might way get room might change completly next time find room oh also find rooms time differences monsterghost next room hidden layers story like fnaf gameplay amnesia wandering around aimlessly erieness slender game fantastic,0.16,0.16,0.24,0.2,0.24
265,266,Spooky's Jump Scare Mansion,early access reviewgot room ending fact work finished real game amazing thought gonna boring one escaping specimens monsters love im sure ill buy dlc soon best horror fp game ive ever played,0.07,0.0,0.36,0.14,0.43
266,267,Spooky's Jump Scare Mansion,early access reviewthe atmosphere really sells game dreadful never know whats going happen untill happens late youve alreadyyour pants willmy pants,0.0,0.0,0.5,0.33,0.17
267,268,Spooky's Jump Scare Mansion,early access reviewthis basically fnafs formula taking something simple throwing enough mystery keep interested way less original fnaf somehow thoughyou get randomly generated rooms maze like house full jumpscares monsters references simplistic idea also done well even jumpscares done right showing timing sound mattersthere story rather cute cute enough place thats good everything feels place screw pretty game high quality gore hd blood simple game throws unknown cute world something cant put finger itthe issue framerate stays constantly somehow feels like drops regularly maybe intentional dont know,0.27,0.05,0.05,0.09,0.55
268,269,Spooky's Jump Scare Mansion,early access reviewthis game awesome dont know go see cutesy side think biggie eerie creepy game love totally recommended,0.2,0.0,0.4,0.0,0.4
269,270,Spooky's Jump Scare Mansion,early access reviewi think going like game would reccomend game spooky god damn ing chase parts get jumpscares eh much ing chases suck goes like rooms course ghosts gotta move fast get ahead go damn walls im room saved taking break dont think wine far,0.0,0.08,0.42,0.0,0.5
270,271,Spooky's Jump Scare Mansion,early access reviewwalk corridor walk door walk room find door walk hall way cardboard cut pops says hello walk next door find note table andrun liferun run run run run run run run run run bam ing cardboard cut ing scared wtf awsome fun creepy funny gamedont drink wine,0.14,0.0,0.29,0.29,0.29
271,272,Spooky's Jump Scare Mansion,early access reviewoverall game lot unused potential fun going randomly generated rooms however much laid back time find running rooms trying make next save point would nice monsters within house appeared even little bit often room designs varied much bland seeing rooms againthe chases nice music goes along well chases well creating good environment running away death designs things see inside interesting creepy indeedall really needs variety less time spent walking load empty rooms however recommend playthrough free,0.19,0.03,0.23,0.16,0.39
272,273,Spooky's Jump Scare Mansion,early access reviewjust couple cute faces popping biggie thats wrongdied floor rip mespookys house jump scares certainly lives name oothis one creepiest games ive playedonly problem game priced differently early accessno base game free early access stay free full release items charging dlc games soundtrack selling believe struggle making money maybe add floors pay something like dont know,0.29,0.14,0.21,0.29,0.07
273,274,Spooky's Jump Scare Mansion,early access reviewi love game wait full version released whenever type game everything right playing using knowlage gamers us try mess heads later points games actually informs creatures little notes scattered throughout randomly generated map havent tried game yet highly recomend,0.1,0.1,0.3,0.1,0.4
274,275,Spooky's Jump Scare Mansion,early access reviewthis one scariest eeriest bonechilling freeware games dont let pricetag fool get bang buck opinion gamne scp containment breach cry fear,0.0,0.0,0.0,1.0,0.0
275,276,Spooky's Jump Scare Mansion,early access reviewthe things dislike early access title indie developers never fulfilled promises know theres lot still complete day hopefully interesting horror game final nail spookys house jump scares similar one series part creepypasta universe scp foundation also know secure contain protect game similar premises scp foundation decent one best specimen encounter adds nice tension throughout rooms enter even game mentions read notes get invested game lore game sadly doesnt learn thing two bloodborne alien isolation game refines horror genre completely yes aware came january bloodborne got released would expected game break free cliches horror games stuck past im looking slender amnesiathe gameplay running away specimen go one room next health bar stamina system seems trying play like dark souls bit firstperson game boss battles challenges run away dig game lore take damage close specimens however get instant killed one careful one room get axe late game combat feels sloppy times maybe itll better integrated full release sadly game complete right theres still rooms go order see specimen finally know truth behind curses house company behind itthe optimization bad theres way change resolution game doesnt settings make game perform better change framerate hopefully creator make game run lot better state currently right visually bad looking game specimen looks nice quite disturbing powers mess sound effects average best much say score ok maybe final build good credit theme reach one room get answers want knows finished im recommending free well despite disappointing shortcomings game potential something worth playing beginning end let friends play better let young child play know like getting guts spooked hee hee hee,0.13,0.08,0.23,0.26,0.3
276,277,Spooky's Jump Scare Mansion,early access reviewi say thisthis game gave cold chillsand played minutes came room god gonna coooold bloody game would trybut need try scaryfunnyandwell lets hope enough towels whipe forehead xd,0.0,0.0,0.4,0.1,0.5
277,278,Spooky's Jump Scare Mansion,game literally made pee pants would tell get dont know youd get game without heart attack please careful whilst playing game else join us,0.0,0.0,0.12,0.62,0.25
278,279,Spooky's Jump Scare Mansion,early access reviewlike title says game full jump scares adorable jump scares adorable little monstersyou progress adorable room adorable room slowly finding adorable little jump scare along way adorable jump scares start following adorable rooms start getting harder navigate adorable rooms start changingthis game adorable game brilliantbut game terrifying,0.41,0.0,0.23,0.14,0.23
279,280,Spooky's Jump Scare Mansion,early access reviewday game looks cute im going play downloading indiedbday floor reached kinda spookyday ok finally made floor day thisis like scp containment breach worseday holy place creepyday think walls shiftingday something definitely following meday found abandoned classrooms feeling paranoia starting set inday think im going circles cant find way backday got scared cartoon pumpkinday oh god thatday walls bleeding something chasing meday ohgodohgodohgodohgodohgodohgodohgodohgodohgodohgodohgodohgodohgodohgodohgodday ohgodohgodohgodohgodohgodohgodohgodohgodohgodohgodohgodday hahahahahahahahahahahahahahahthe dolls move wrong everythingthe walls trying toeat meend report,0.1,0.14,0.24,0.1,0.43
280,281,Spooky's Jump Scare Mansion,early access reviewkeeps crashing ambiance nice scary glitchy sounds happen every five seconds love game please dear god fix audio issues,0.29,0.0,0.43,0.14,0.14
281,282,Spooky's Jump Scare Mansion,early access reviewby far best horror game ever played totally worth ever make starts really cutsy feel boom blood gore amazing problems glitch walls run bad puppeteer mouse sensetivity low hard look around,0.0,0.12,0.44,0.19,0.25
282,283,Spooky's Jump Scare Mansion,early access reviewwas genuinely spooped definetly continue playing timehowever annoying thing technical standpoint firstly shouldnt reset inputs going doors quite annoying ended turning sticky keys accidentally secondly going slime makes camera jittery finally bounding box movement please dont use movement least game focuses small spaces like exactly huge change proper engine least give lean waymake smaller alltogheher,0.07,0.0,0.13,0.4,0.4
283,284,Spooky's Jump Scare Mansion,early access reviewthis game incredibly deceptive name naturefor start despite bieng called house jumpscares spookys parky housey thingy actually good precise opposite builds atmostphere humble beginnings kawaii cardboard cutouts first three make jump game slowly surely builds menacing beast host different creatures include great throwbacks great creepypastashorror games games controls simple bieng able move around fps stylie interact objects keys doors think theres axe later well hilariously misgiving minigames pretty much give summary game whole sense go innocent ultraviolent mere milisecondsoverall deceptively cute art style deceptively likeable main character deceptively lively mu actually music doesnt lie would really recommend giving game shot never ever considered checking wardrobe cardboard skeletons,0.24,0.03,0.21,0.15,0.38
284,285,Spooky's Jump Scare Mansion,early access reviewthis game starts slowly lures false sense security easing cute charm cardboard skeletons startle youre scared sir hmm whats green puddle floor thing coming towards oh god stabbing run run run run gets good real good never scary nopenopenope game finished rooms currently available greatly look forward remainder would jump cardboard cutouts,0.28,0.0,0.28,0.17,0.28
285,286,Spooky's Jump Scare Mansion,early access reviewas selfproclaimed prone jump scares wary going game afraid would another nights freddys halfhorror game surprisingly turned really ing good forgive profane remarks impression would joke game kind silly wrong oh dearly wrong first jumpscares cardboard cutouts cute theyre terrifying sudden nature breaking destroyed little boss monsters nothing major least little girl ugh main horrors based myriad different horror games slime monster equate slimer ghostbusters spider resident evil little ghost girl assume fear return death incarnate silent hill references unlike silent hill pt actually exist prosgreat cartoon graphicsnote gathering mechanic deepens lorecute antagonistcute heck jumpscaressmooth gameplaymysteries abound cons fukkin jumpscares meng,0.13,0.0,0.37,0.13,0.37
286,287,Spooky's Jump Scare Mansion,early access reviewive heard great game played like min though cuz sound wasnt working right might need help fixing fix tell,0.12,0.12,0.12,0.25,0.38
287,288,Spooky's Jump Scare Mansion,early access reviewafter playing game thats finished far must say im impressed considering game unfinished also free enjoyable experience would reccommend anyone else im usually fan horror games one really pulled self parody clever references game starts cute innocent first enemies game cardboard cutouts skeletons slimes pop wall game progresses serious deadly monsters join reach point edge even cutouts make jump would absolutely encourage anyone else pick hours scarycute fun,0.21,0.04,0.25,0.21,0.29
288,289,Spooky's Jump Scare Mansion,early access reviewim currently room feel like give game recommendationthis basic premise could almost satire since starts cardboard cutouts art design great quite spky doesnt cost anything took minutes download cant complain,0.14,0.0,0.43,0.14,0.29
289,290,Spooky's Jump Scare Mansion,early access reviewthis game actually put state panic stop playingimagine standing grate cubic room doors fire safe distance actually gives warmth inferno gradually raises every sixty seconds moment start sweating become uncomfortable flame raises hysteria feel nutrients draining skin leather soles shoes melting away goes mind combination alt fthat experience spookys house jump scaresi honestly dont think ill ever finish game,0.0,0.13,0.3,0.09,0.48
290,291,Spooky's Jump Scare Mansion,early access reviewdear god scary st try ed floor chased ink ghost thing game really create new meaning horror fools thinking nice cute fades away reval horror truth spookys house,0.18,0.09,0.64,0.0,0.09
291,292,Spooky's Jump Scare Mansion,early access review wrong mei need help,0.0,0.0,1.0,0.0,0.0
292,293,Spooky's Jump Scare Mansion,early access reviewits cute yes part things jump walls cardboard cutouts fact start chased bythings pops something front really make jump laugh run away whatever following recommended anyone wants heart attack,0.1,0.2,0.4,0.3,0.0
293,294,Spooky's Jump Scare Mansion,im taking logs keep throwing im nailing togetherthis game quite possibly one intense games played since cry fearit keeps one edge still rather simplistic concept get end even endits something relies heavily atmosphere psudorandomly generated maps variety hazards feel additon endless mode extra rooms well worth time extra chump change soontobelegend,0.0,0.0,0.09,0.27,0.64
294,295,Spooky's Jump Scare Mansion,early access reviewspooky pure waifu dont ing sully disgusting neckbeardsput sig youre christian emo glorifies god conforming stereotypesbeing emo isnt greatest commandment loving lord,0.25,0.0,0.25,0.25,0.25
295,296,Spooky's Jump Scare Mansion,early access reviewi almost fell chair fear ghostnot literal ghost cardboard cut outthis cant play horror games would little wuss,0.0,0.2,0.2,0.2,0.4
296,297,Spooky's Jump Scare Mansion,early access reviewi remember playing months ago found desura searching good scare came across looked cute didnt think would scary actually downloaded troll play lovin graphic style things start popping start getting terrified point id rather play amnesiasince game muc bigger rooms objects weapon many sounds scares windows etc actually played bit much didnt really scare got new sounds also dark rooms flashlight needed hud improved game really turn something amazing disliked stupid intro meant funny im sure annoyed opinion sothe downfalls options menu terrible opinion sat chair pressing enter times trying turn invert mouse position perfectly line horrible set compared rest game game also complete small issue many people probably quit uninstall certain ghost starts following room looking requirements completely top windows xp capable gb ram perfectly fine dont need currently using intel core duo ghz knew cute game could scare someone,0.1,0.02,0.31,0.1,0.48
297,298,Spooky's Jump Scare Mansion,early access reviewwhy playing gamethat initial review around room room realize game lot intense fun scary previously gave credit eyes wide heart starting beat little faster thanks game,0.1,0.0,0.1,0.2,0.6
298,299,Spooky's Jump Scare Mansion,early access reviewhows game even free cool game expensive preorder exclusives dlcs monetization full free horror game freaking grab alreadyalright fair enough review first look spookys house jumpscares really cool interesting original psychological horror game cute simplistic art style game really good job immersing atmosphere creeping looking corridors scattered notes well timed music jumpscares spaced enough common come right time scare youroff multiple kinds enemies doesnt allow get comfortable progression well made minigames add subtle messages game totally worth grab even since free totally recommend youre still convinced played game live twitch youre interested see looks heres highlights httpwwwtwitchtvcaramidaci managed make room heart gave im really pumped continue big congratz author fantastic horror game,0.35,0.0,0.21,0.12,0.32
299,300,Spooky's Jump Scare Mansion,early access reviewspookys house drunk scares drinking gameevery doors everyone drinksget spooked drinkbeing chased everyone besides player drinks every door chase overelevator chug til elevator reaches next floorupon dying player must finish drinkgambler modeif guess correctly room jump scare players must drink guess incorrectly must drinkpass controls next player every doors unless youre chased point keep playing chase completed would drunkenly poop pants,0.0,0.0,0.42,0.17,0.42
300,301,Spooky's Jump Scare Mansion,early access reviewif didnt watch video goes along pictures probably dont know game messes gets really dark creepy hard decide reccommend game really creepy game called spookys house jump scares,0.0,0.15,0.31,0.15,0.38
301,302,Spooky's Jump Scare Mansion,early access reviewthis smart little game funny scary devilishly suprising stands shining gem pile muck early access become thier even charging might well give go,0.14,0.14,0.14,0.0,0.57
302,303,Spooky's Jump Scare Mansion,early access reviewfantastic little game really enjoyed getting scared adorable cardboard spiders first run made level gotta say wtf good job disturbing,0.3,0.0,0.3,0.3,0.1
303,304,Spooky's Jump Scare Mansion,early access reviewwent rooms far filled buckets sweat changed pairs underwear far game brilliant disturbing scary classic violent gory way recommend anyone wants bit cute harmless scare,0.25,0.0,0.0,0.0,0.75
304,305,Spooky's Jump Scare Mansion,early access reviewthe game great easing players first person horror games well references famous horror games scp silent hill fairly enjoyed game little disappointed wasnt option adjust video settings thats alrightonly found like bugs within game one stamina drains time press space even youre standing still bug time enter new room game cant read key pressed stand still unless press key also side note dont know bug chased heather tends get stuck door entrance running walless maze rooms,0.12,0.04,0.12,0.12,0.58
305,306,Spooky's Jump Scare Mansion,early access reviewi say must horror fans may ask well freeidk well later tho well made game fun play thats say want see play youre self findout must,0.1,0.0,0.3,0.1,0.5
306,307,Spooky's Jump Scare Mansion,early access reviewi reccomend game cute fun first wanted quit fact cuteness quickly goes away completely left different monsters want either eat take soul plain kill please play game,0.17,0.08,0.25,0.17,0.33
307,308,Spooky's Jump Scare Mansion,early access reviewso game good horror game relies mostly going get scares pop ups youll find notes scattered develop story pull game give reason keep going rooms also good job interesting giving enviormental clues wont say much else experincing first hand really way even understand others might saying wound dying fashion didnt understand room due encounter ill defintely pick see end worth free price would unwrap dissapointing present,0.17,0.04,0.25,0.08,0.46
308,309,Spooky's Jump Scare Mansion,best free horror game market builds tension right ways delivers sickening gutwrenching thud right brain starts cutesy gradually becomes oh spooky theres blood everywhere run coming gyaaaahahahahaaaaa dies,0.12,0.0,0.38,0.0,0.5
309,310,Spooky's Jump Scare Mansion,early access reviewfun quick jump scare quite long game completely free play game starts cutesy soon gets darker lighting tonereviewspookys house jump scares fairly fun horror game starts rather cute looking ghost spooky telling traverse rooms mansion along way youll see cute cardboard cutouts octopi ghosts get mansion meet monsters chase less jump scary fashion slime monster ghost girlthe real downfalls game rather repetitive jump scares short lose edge scariness end speeding room majority monsters slow chasers outrun different sections amidst repetitiveness spacelike section rusty school section etcits mainly shame room nothing new developer message pop stating incomplete,0.15,0.08,0.19,0.27,0.31
310,311,Spooky's Jump Scare Mansion,early access reviewthis game charming cute atleast first part game satirical game knows satirical perfectly best absolutely freeeeee,0.4,0.0,0.4,0.0,0.2
311,312,Spooky's Jump Scare Mansion,early access reviewthis game exactly intended wellit eases fact surely jump scares evolves much progressthe soundtrack absolutely amazing creating atmosphere game needs wouldnt possible pull without sounds musicvery well made free game definitely worth small size installation,0.1,0.0,0.2,0.2,0.5
312,313,Spooky's Jump Scare Mansion,early access reviewi torn writing serious long review game short funny review game doubt humordont play game full bladder would wet,0.0,0.14,0.14,0.14,0.57
313,314,Spooky's Jump Scare Mansion,early access reviewthis cant spooky said starting game minutes rooms later heart rate disagreescant wait go rooms oo,0.0,0.0,0.33,0.17,0.5
314,315,Spooky's Jump Scare Mansion,early access reviewthis game extremely addictive originally planned playing rooms check game ended playing till room jump scares real ghouls start coming trust heart jumping chest im going continue playing game one best parts game thats totally rng every time start game rooms completely different last time played already got friends try,0.06,0.0,0.22,0.17,0.56
315,316,Spooky's Jump Scare Mansion,early access reviewfun gets decently scary later would love see updated later floors also im sure fix audio someone message way fix,0.17,0.0,0.33,0.0,0.5
316,317,Spooky's Jump Scare Mansion,early access reviewim easily scared video gamesi didnt even flinch playing fnaf stuffbut game pure sadistic masterpieceits cute hell makes feel safe grabs behind rapes untill screamthen gives little puzzle note get mind happened rapes even harder would get spooked,0.1,0.0,0.2,0.3,0.4
317,318,Spooky's Jump Scare Mansion,early access reviewlvl ghost pops funnylvl whats musiclv ruuuuunlvl thats really scarylvl ok game kawaiilv ok ok oklvl ruuuuuuunlvl im scared pixelslvl heavy breathing corner isnt scary alllvl oh god help cant deal thisanymorelvl turns game would scream like little girl,0.0,0.0,0.5,0.2,0.3
318,319,Spooky's Jump Scare Mansion,early access reviewis cool video channel channel joethekidrs ft devilkiller go check wish option turn music put music overall great game,0.5,0.0,0.25,0.25,0.0
319,320,Spooky's Jump Scare Mansion,spookyl houds relly spoop floaars gud spoko matrerial relay good fan ferr cannot cumplain bc asking fro emon wud spoora bora agen thagnu u spooki isme wifuplsi trall jus spoked tip god,0.33,0.0,0.17,0.17,0.33
320,321,Spooky's Jump Scare Mansion,funniest horror game ive ever played thank makes playable dont care ultrarealistic graphics tons weapons play thisit funny exciting khabooming walking simulation dont forget look behind short play time everybody must try waiting sjcm,0.0,0.17,0.33,0.25,0.25
321,322,Spooky's Jump Scare Mansion,early access reviewthat moment get hallwayand knowsome motherfcker going scare youyou prepare itit comesyou sht pants would buy new pants,0.0,0.0,0.4,0.0,0.6
322,323,Spooky's Jump Scare Mansion,omfg got jumpscare creep monster scary go rooms rooms go going aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh dx x,0.0,0.0,0.0,0.0,1.0
323,324,Spooky's Jump Scare Mansion,like getting punched face except every punch realize fist actually cardboard cutout smiling coffee cup laughthen get punched face,0.33,0.33,0.33,0.0,0.0
324,325,Spooky's Jump Scare Mansion,spookys spook experience house spookiest experience house possibly experience ghosts monsters best spooks give spookys homecooked bbq solid,0.0,0.0,0.5,0.0,0.5
325,326,Spooky's Jump Scare Mansion,common first thoughts gamethis isnt scary havent even seen anything yet maybe horror tag jo jesus oh icecream well probably gonna stop scary pretty fastspoopywould recieve heart attack cute cardboard cutout boot sprinting away specimen aka mcdonalds satan floor,0.17,0.08,0.25,0.08,0.42
326,327,Spooky's Jump Scare Mansion,holy ingthis made crap bed told roblox girlfriend game hospital cuz got p k e btw cuz ing random jump scares bloked way running b,0.0,0.0,0.4,0.6,0.0
327,328,Spooky's Jump Scare Mansion,first fear paranormal kind game effectively worst enemy thats decided start spookys house jump scares seemingly cute cuddly parody modern horror games travel around massive mansion full terrifying monsters first minutes wonder though getting next hours youre running life freakiest things ever think cardboard cutouts arent scary wait,0.11,0.0,0.5,0.22,0.17
328,329,Spooky's Jump Scare Mansion,early access reviewgood way kill time really cleanly made although move diagonally go faster devs gotta normalize movement vector build slowly patient youll horror experience time got room,0.0,0.0,0.5,0.17,0.33
329,330,Spooky's Jump Scare Mansion,great example small studio great succesthis game simplistic rendered retro look fades away rooms face become increasingly scarier game also small puzzle pieces story intelligent players piece together find rather interesting story game gave quite scares definitely achieving purposeoverall great horror game especially free,0.31,0.06,0.19,0.12,0.31
330,331,Spooky's Jump Scare Mansion,im gonna go ahead say game extremely fun free game game payments well put together faint heart game starts cute looking minecraft like extremely creepy scares hell keeping mind one complaintmy complaint seems happen getting chased something enter room let move forward upon entering extremely annoying considering majority oof deaths game due glitch said love game fun could fix glitch would give,0.23,0.0,0.14,0.41,0.23
331,332,Spooky's Jump Scare Mansion,room ahhhh cute game room exorcizamus te omnis immundus spiritus omnis satanica potestas omnis incursio infernalis adversarii omnis legio omnis congregatio et secta diabolica ergo omnis legio diabolica adiuramus tecessa decipere humanas creaturas eisque tern perditions venenum propinarevade satana inventor et magister omnis fallaci hostis human salutishumiliare sub potenti manu dei contremisce et effuge invocato nobis sancto et terribili nominequem inferi tremuntab insidiis diaboli libera nos domine ut ecclesiam tuam secura tibi facias libertate servire te rogamus audi nos,0.25,0.0,0.0,0.25,0.5
332,333,Spooky's Jump Scare Mansion,great horror game beaten one sitting soundtrack really makes stand toes time adds lot tension atmosphere locations rooms chases monsters straight terrifying dont let cardboard cutouts fool probably one best horror games ive played yearalso game really good references without saying get itbad ending best ending,0.1,0.0,0.38,0.19,0.33
333,334,Spooky's Jump Scare Mansion,dlc karamari hospital awesomeits tribute silent hill lil resident evil mixed inif fan jump scare mansion horror genre titles dlc definetly youdev also active updates posts forum,0.0,0.0,0.67,0.0,0.33
334,335,Spooky's Jump Scare Mansion,remember game years ago made jump scream really enjoyed dont understand separate game altogether boring im rather disappointed,0.12,0.0,0.25,0.5,0.12
335,336,Spooky's Jump Scare Mansion,saw one cardboard cutout jumpscares skull decaying muscle scream noise immediately made stop playing game scares absolute outta cant even last hours one sitting youre looking scary game make youandyourself look furtheri probably add review grow pair balls play game,0.0,0.0,0.1,0.4,0.5
336,337,Spooky's Jump Scare Mansion,say buddy arent huge fans jumpscares horror games loving one far jumpscares well done tension always well built overall game wonderful currently playing recording youtube wanna watch us get scared repeatedly heres link httpswwwyoutubecomplaylistlistpliqouxizsgxykgrvbroznoguq,0.09,0.0,0.36,0.27,0.27
337,338,Spooky's Jump Scare Mansion,product received freeit delivers upon name implies often expect free gamethat said flaws left recommend ityou cant use mouse menuthere volume sliderthe resolution set wrong worse manual imputclicking new game automatically overrides previous save without confirmationmouse drag game fps cap im assuming thats reason anywayyou cannot pause game otherwise access menu cutsceneyou cannot move backwards menu pressing escalttabbing leaves games audio onalttabbing game paused menu traps cursor center screen resolved opening task manager forcefully closing application without mouse restarting pcthe last main concern honestlyits minor issue know whats going intrusive could imagine quite difficult deal youre kind person uses task manager frequently simply doesnt know use shortcuts except alttabthough could still triggered programs like skypeall feels like mobile port poor one thatthe pixelized stylization alright overall game decent enough cant bothered put absolute bottomofthebarrel ui,0.19,0.0,0.24,0.19,0.38
